route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
0,3,"3_8250909^+","Zajezdnia/Madalińskiego",1,831112,0
0,3,"3_8250910^+","Zajezdnia/Madalińskiego",1,831112,0
0,3,"3_8250911^+","Zajezdnia/Madalińskiego",1,831112,0
0,3,"3_8250908^M","Zajezdnia/Madalińskiego",1,831115,0
0,4,"4_8253585^+","Zajezdnia/Madalińskiego",1,831112,0
0,4,"4_8253586^+","Zajezdnia/Madalińskiego",1,831112,0
0,4,"4_8253587^+","Zajezdnia/Madalińskiego",1,831112,0
0,4,"4_8253584^M","Zajezdnia/Madalińskiego",1,831115,0
1,1,"1_8296362^N+","Franowo",0,832737,1
1,1,"1_8296364^N+","Franowo",0,832737,1
1,1,"1_8296366^N+","Franowo",0,832737,1
1,1,"1_8296368^N+","Franowo",0,832737,1
1,1,"1_8296370^N+","Franowo",0,832737,1
1,1,"1_8296372^N+","Franowo",0,832737,1
1,1,"1_8296374^N+","Franowo",0,832737,1
1,1,"1_8296376^N+","Franowo",0,832737,1
1,1,"1_8296378^N+","Franowo",0,832737,1
1,1,"1_8296380^N+","Franowo",0,832737,1
1,1,"1_8296386^N+","Franowo",0,832737,1
1,1,"1_8296388^N+","Franowo",0,832737,1
1,1,"1_8296390^N+","Franowo",0,832737,1
1,1,"1_8296392^N+","Franowo",0,832737,1
1,1,"1_8296394^N+","Franowo",0,832737,1
1,1,"1_8296396^N+","Franowo",0,832737,1
1,1,"1_8296398^N+","Franowo",0,832737,1
1,1,"1_8296405^+","Franowo",0,832737,0
1,1,"1_8296407^+","Franowo",0,832737,0
1,1,"1_8296409^+","Franowo",0,832737,0
1,1,"1_8296415^N+","Franowo",0,832737,1
1,1,"1_8296417^N+","Franowo",0,832737,1
1,1,"1_8296419^N+","Franowo",0,832737,1
1,1,"1_8296421^N+","Franowo",0,832737,1
1,1,"1_8296423^N+","Franowo",0,832737,1
1,1,"1_8296425^N+","Franowo",0,832737,1
1,1,"1_8296427^N+","Franowo",0,832737,1
1,1,"1_8296429^N+","Franowo",0,832737,1
1,1,"1_8296435^N+","Franowo",0,832737,1
1,1,"1_8296437^N+","Franowo",0,832737,1
1,1,"1_8296439^N+","Franowo",0,832737,1
1,1,"1_8296445^N+","Franowo",0,832737,1
1,1,"1_8296447^N+","Franowo",0,832737,1
1,1,"1_8296449^N+","Franowo",0,832737,1
1,1,"1_8296451^N+","Franowo",0,832737,1
1,1,"1_8296453^N+","Franowo",0,832737,1
1,1,"1_8296455^N+","Franowo",0,832737,1
1,1,"1_8296457^N+","Franowo",0,832737,1
1,1,"1_8296459^N+","Franowo",0,832737,1
1,1,"1_8296461^N+","Franowo",0,832737,1
1,1,"1_8296463^N+","Franowo",0,832737,1
1,1,"1_8296469^N+","Franowo",0,832737,1
1,1,"1_8296481^N+","Franowo",0,832737,1
1,1,"1_8296483^N+","Franowo",0,832737,1
1,1,"1_8296485^N+","Franowo",0,832737,1
1,1,"1_8296487^N+","Franowo",0,832737,1
1,1,"1_8296493^N+","Franowo",0,832737,1
1,1,"1_8296495^N+","Franowo",0,832737,1
1,1,"1_8296497^N+","Franowo",0,832737,1
1,1,"1_8296499^N+","Franowo",0,832737,1
1,1,"1_8296501^N+","Franowo",0,832737,1
1,1,"1_8296503^N+","Franowo",0,832737,1
1,1,"1_8296505^N+","Franowo",0,832737,1
1,1,"1_8296507^N+","Franowo",0,832737,1
1,1,"1_8296509^N+","Franowo",0,832737,1
1,1,"1_8296511^N+","Franowo",0,832737,1
1,1,"1_8296517^+","Franowo",0,832737,0
1,1,"1_8296519^+","Franowo",0,832737,0
1,1,"1_8296527^N+","Franowo",0,832737,1
1,1,"1_8296529^N+","Franowo",0,832737,1
1,1,"1_8296531^N+","Franowo",0,832737,1
1,1,"1_8296533^N+","Franowo",0,832737,1
1,1,"1_8296535^N+","Franowo",0,832737,1
1,1,"1_8296537^N+","Franowo",0,832737,1
1,1,"1_8296539^N+","Franowo",0,832737,1
1,1,"1_8296541^N+","Franowo",0,832737,1
1,1,"1_8296543^N+","Franowo",0,832737,1
1,1,"1_8296545^N+","Franowo",0,832737,1
1,1,"1_8296547^N+","Franowo",0,832737,1
1,1,"1_8296553^N+","Franowo",0,832737,1
1,1,"1_8296555^N+","Franowo",0,832737,1
1,1,"1_8296557^N+","Franowo",0,832737,1
1,1,"1_8296563^+","Franowo",0,832737,0
1,1,"1_8296565^+","Franowo",0,832737,0
1,1,"1_8296573^N+","Franowo",0,832737,1
1,1,"1_8296575^N+","Franowo",0,832737,1
1,1,"1_8296577^N+","Franowo",0,832737,1
1,1,"1_8296579^N+","Franowo",0,832737,1
1,1,"1_8296581^N+","Franowo",0,832737,1
1,1,"1_8296583^N+","Franowo",0,832737,1
1,1,"1_8296585^N+","Franowo",0,832737,1
1,1,"1_8296587^N+","Franowo",0,832737,1
1,1,"1_8296589^N+","Franowo",0,832737,1
1,1,"1_8296591^N+","Franowo",0,832737,1
1,1,"1_8296597^N+","Franowo",0,832737,1
1,1,"1_8296599^N+","Franowo",0,832737,1
1,1,"1_8296601^N+","Franowo",0,832737,1
1,1,"1_8300495^+","Franowo",0,832737,0
1,1,"1_8296361^N+","Junikowo",1,832738,1
1,1,"1_8296363^N+","Junikowo",1,832738,1
1,1,"1_8296365^N+","Junikowo",1,832738,1
1,1,"1_8296367^N+","Junikowo",1,832738,1
1,1,"1_8296369^N+","Junikowo",1,832738,1
1,1,"1_8296371^N+","Junikowo",1,832738,1
1,1,"1_8296373^N+","Junikowo",1,832738,1
1,1,"1_8296375^N+","Junikowo",1,832738,1
1,1,"1_8296377^N+","Junikowo",1,832738,1
1,1,"1_8296379^N+","Junikowo",1,832738,1
1,1,"1_8296385^N+","Junikowo",1,832738,1
1,1,"1_8296387^N+","Junikowo",1,832738,1
1,1,"1_8296389^N+","Junikowo",1,832738,1
1,1,"1_8296391^N+","Junikowo",1,832738,1
1,1,"1_8296393^N+","Junikowo",1,832738,1
1,1,"1_8296395^N+","Junikowo",1,832738,1
1,1,"1_8296397^N+","Junikowo",1,832738,1
1,1,"1_8296404^+","Junikowo",1,832738,0
1,1,"1_8296406^+","Junikowo",1,832738,0
1,1,"1_8296408^+","Junikowo",1,832738,0
1,1,"1_8296414^N+","Junikowo",1,832738,1
1,1,"1_8296416^N+","Junikowo",1,832738,1
1,1,"1_8296418^N+","Junikowo",1,832738,1
1,1,"1_8296420^N+","Junikowo",1,832738,1
1,1,"1_8296422^N+","Junikowo",1,832738,1
1,1,"1_8296424^N+","Junikowo",1,832738,1
1,1,"1_8296426^N+","Junikowo",1,832738,1
1,1,"1_8296428^N+","Junikowo",1,832738,1
1,1,"1_8296434^N+","Junikowo",1,832738,1
1,1,"1_8296436^N+","Junikowo",1,832738,1
1,1,"1_8296438^N+","Junikowo",1,832738,1
1,1,"1_8296444^N+","Junikowo",1,832738,1
1,1,"1_8296446^N+","Junikowo",1,832738,1
1,1,"1_8296448^N+","Junikowo",1,832738,1
1,1,"1_8296450^N+","Junikowo",1,832738,1
1,1,"1_8296452^N+","Junikowo",1,832738,1
1,1,"1_8296454^N+","Junikowo",1,832738,1
1,1,"1_8296456^N+","Junikowo",1,832738,1
1,1,"1_8296458^N+","Junikowo",1,832738,1
1,1,"1_8296460^N+","Junikowo",1,832738,1
1,1,"1_8296462^N+","Junikowo",1,832738,1
1,1,"1_8296468^N+","Junikowo",1,832738,1
1,1,"1_8296480^N+","Junikowo",1,832738,1
1,1,"1_8296482^N+","Junikowo",1,832738,1
1,1,"1_8296484^N+","Junikowo",1,832738,1
1,1,"1_8296486^N+","Junikowo",1,832738,1
1,1,"1_8296492^N+","Junikowo",1,832738,1
1,1,"1_8296494^N+","Junikowo",1,832738,1
1,1,"1_8296496^N+","Junikowo",1,832738,1
1,1,"1_8296498^N+","Junikowo",1,832738,1
1,1,"1_8296500^N+","Junikowo",1,832738,1
1,1,"1_8296502^N+","Junikowo",1,832738,1
1,1,"1_8296504^N+","Junikowo",1,832738,1
1,1,"1_8296506^N+","Junikowo",1,832738,1
1,1,"1_8296508^N+","Junikowo",1,832738,1
1,1,"1_8296510^N+","Junikowo",1,832738,1
1,1,"1_8296518^+","Junikowo",1,832738,0
1,1,"1_8296520^+","Junikowo",1,832738,0
1,1,"1_8296526^N+","Junikowo",1,832738,1
1,1,"1_8296528^N+","Junikowo",1,832738,1
1,1,"1_8296530^N+","Junikowo",1,832738,1
1,1,"1_8296532^N+","Junikowo",1,832738,1
1,1,"1_8296534^N+","Junikowo",1,832738,1
1,1,"1_8296536^N+","Junikowo",1,832738,1
1,1,"1_8296538^N+","Junikowo",1,832738,1
1,1,"1_8296540^N+","Junikowo",1,832738,1
1,1,"1_8296542^N+","Junikowo",1,832738,1
1,1,"1_8296544^N+","Junikowo",1,832738,1
1,1,"1_8296546^N+","Junikowo",1,832738,1
1,1,"1_8296552^N+","Junikowo",1,832738,1
1,1,"1_8296554^N+","Junikowo",1,832738,1
1,1,"1_8296556^N+","Junikowo",1,832738,1
1,1,"1_8296564^+","Junikowo",1,832738,0
1,1,"1_8296566^+","Junikowo",1,832738,0
1,1,"1_8296572^N+","Junikowo",1,832738,1
1,1,"1_8296574^N+","Junikowo",1,832738,1
1,1,"1_8296576^N+","Junikowo",1,832738,1
1,1,"1_8296578^N+","Junikowo",1,832738,1
1,1,"1_8296580^N+","Junikowo",1,832738,1
1,1,"1_8296582^N+","Junikowo",1,832738,1
1,1,"1_8296584^N+","Junikowo",1,832738,1
1,1,"1_8296586^N+","Junikowo",1,832738,1
1,1,"1_8296588^N+","Junikowo",1,832738,1
1,1,"1_8296590^N+","Junikowo",1,832738,1
1,1,"1_8296596^N+","Junikowo",1,832738,1
1,1,"1_8296598^N+","Junikowo",1,832738,1
1,1,"1_8296600^N+","Junikowo",1,832738,1
1,1,"1_8300494^+","Junikowo",1,832738,0
1,1,"1_8300496^+","Junikowo",1,832738,0
1,1,"1_8296521^G","Głogowska/Hetmańska",0,832777,0
1,1,"1_8300497^G","Głogowska/Hetmańska",0,832777,0
1,1,"1_8296567^S","Starołęka",0,832778,0
1,1,"1_8296403","Franowo",0,832779,0
1,1,"1_8296516","Junikowo",1,832782,0
1,1,"1_8296562","Junikowo",1,832782,0
1,3,"3_8250917^N+","Franowo",0,830021,1
1,3,"3_8250919^N+","Franowo",0,830021,1
1,3,"3_8250921^N+","Franowo",0,830021,1
1,3,"3_8250923^N+","Franowo",0,830021,1
1,3,"3_8250925^N+","Franowo",0,830021,1
1,3,"3_8250927^N+","Franowo",0,830021,1
1,3,"3_8250929^N+","Franowo",0,830021,1
1,3,"3_8250931^N+","Franowo",0,830021,1
1,3,"3_8250933^N+","Franowo",0,830021,1
1,3,"3_8250935^N+","Franowo",0,830021,1
1,3,"3_8250937^N+","Franowo",0,830021,1
1,3,"3_8250943^N+","Franowo",0,830021,1
1,3,"3_8250945^N+","Franowo",0,830021,1
1,3,"3_8250947^N+","Franowo",0,830021,1
1,3,"3_8250949^N+","Franowo",0,830021,1
1,3,"3_8250951^N+","Franowo",0,830021,1
1,3,"3_8250953^N+","Franowo",0,830021,1
1,3,"3_8250955^N+","Franowo",0,830021,1
1,3,"3_8250957^N+","Franowo",0,830021,1
1,3,"3_8250959^N+","Franowo",0,830021,1
1,3,"3_8250961^N+","Franowo",0,830021,1
1,3,"3_8250967^N+","Franowo",0,830021,1
1,3,"3_8250969^N+","Franowo",0,830021,1
1,3,"3_8250971^N+","Franowo",0,830021,1
1,3,"3_8250973^N+","Franowo",0,830021,1
1,3,"3_8250975^N+","Franowo",0,830021,1
1,3,"3_8250977^N+","Franowo",0,830021,1
1,3,"3_8250979^N+","Franowo",0,830021,1
1,3,"3_8250981^N+","Franowo",0,830021,1
1,3,"3_8250983^N+","Franowo",0,830021,1
1,3,"3_8250985^N+","Franowo",0,830021,1
1,3,"3_8250991^N+","Franowo",0,830021,1
1,3,"3_8250993^N+","Franowo",0,830021,1
1,3,"3_8250995^N+","Franowo",0,830021,1
1,3,"3_8250997^N+","Franowo",0,830021,1
1,3,"3_8250999^N+","Franowo",0,830021,1
1,3,"3_8251001^N+","Franowo",0,830021,1
1,3,"3_8251003^N+","Franowo",0,830021,1
1,3,"3_8251005^N+","Franowo",0,830021,1
1,3,"3_8251007^N+","Franowo",0,830021,1
1,3,"3_8251009^N+","Franowo",0,830021,1
1,3,"3_8251015^N+","Franowo",0,830021,1
1,3,"3_8251017^N+","Franowo",0,830021,1
1,3,"3_8251019^N+","Franowo",0,830021,1
1,3,"3_8251021^N+","Franowo",0,830021,1
1,3,"3_8251027^N+","Franowo",0,830021,1
1,3,"3_8251029^N+","Franowo",0,830021,1
1,3,"3_8251031^N+","Franowo",0,830021,1
1,3,"3_8251033^N+","Franowo",0,830021,1
1,3,"3_8251035^N+","Franowo",0,830021,1
1,3,"3_8251037^N+","Franowo",0,830021,1
1,3,"3_8251039^N+","Franowo",0,830021,1
1,3,"3_8251045^N+","Franowo",0,830021,1
1,3,"3_8251047^N+","Franowo",0,830021,1
1,3,"3_8251049^N+","Franowo",0,830021,1
1,3,"3_8251051^N+","Franowo",0,830021,1
1,3,"3_8250916^N+","Junikowo",1,830022,1
1,3,"3_8250918^N+","Junikowo",1,830022,1
1,3,"3_8250920^N+","Junikowo",1,830022,1
1,3,"3_8250922^N+","Junikowo",1,830022,1
1,3,"3_8250924^N+","Junikowo",1,830022,1
1,3,"3_8250926^N+","Junikowo",1,830022,1
1,3,"3_8250928^N+","Junikowo",1,830022,1
1,3,"3_8250930^N+","Junikowo",1,830022,1
1,3,"3_8250932^N+","Junikowo",1,830022,1
1,3,"3_8250934^N+","Junikowo",1,830022,1
1,3,"3_8250936^N+","Junikowo",1,830022,1
1,3,"3_8250942^N+","Junikowo",1,830022,1
1,3,"3_8250944^N+","Junikowo",1,830022,1
1,3,"3_8250946^N+","Junikowo",1,830022,1
1,3,"3_8250948^N+","Junikowo",1,830022,1
1,3,"3_8250950^N+","Junikowo",1,830022,1
1,3,"3_8250952^N+","Junikowo",1,830022,1
1,3,"3_8250954^N+","Junikowo",1,830022,1
1,3,"3_8250956^N+","Junikowo",1,830022,1
1,3,"3_8250958^N+","Junikowo",1,830022,1
1,3,"3_8250960^N+","Junikowo",1,830022,1
1,3,"3_8250966^N+","Junikowo",1,830022,1
1,3,"3_8250968^N+","Junikowo",1,830022,1
1,3,"3_8250970^N+","Junikowo",1,830022,1
1,3,"3_8250972^N+","Junikowo",1,830022,1
1,3,"3_8250974^N+","Junikowo",1,830022,1
1,3,"3_8250976^N+","Junikowo",1,830022,1
1,3,"3_8250978^N+","Junikowo",1,830022,1
1,3,"3_8250980^N+","Junikowo",1,830022,1
1,3,"3_8250982^N+","Junikowo",1,830022,1
1,3,"3_8250984^N+","Junikowo",1,830022,1
1,3,"3_8250990^N+","Junikowo",1,830022,1
1,3,"3_8250992^N+","Junikowo",1,830022,1
1,3,"3_8250994^N+","Junikowo",1,830022,1
1,3,"3_8250996^N+","Junikowo",1,830022,1
1,3,"3_8250998^N+","Junikowo",1,830022,1
1,3,"3_8251000^N+","Junikowo",1,830022,1
1,3,"3_8251002^N+","Junikowo",1,830022,1
1,3,"3_8251004^N+","Junikowo",1,830022,1
1,3,"3_8251006^N+","Junikowo",1,830022,1
1,3,"3_8251008^N+","Junikowo",1,830022,1
1,3,"3_8251014^N+","Junikowo",1,830022,1
1,3,"3_8251016^N+","Junikowo",1,830022,1
1,3,"3_8251018^N+","Junikowo",1,830022,1
1,3,"3_8251020^N+","Junikowo",1,830022,1
1,3,"3_8251026^N+","Junikowo",1,830022,1
1,3,"3_8251028^N+","Junikowo",1,830022,1
1,3,"3_8251030^N+","Junikowo",1,830022,1
1,3,"3_8251032^N+","Junikowo",1,830022,1
1,3,"3_8251034^N+","Junikowo",1,830022,1
1,3,"3_8251036^N+","Junikowo",1,830022,1
1,3,"3_8251038^N+","Junikowo",1,830022,1
1,3,"3_8251044^N+","Junikowo",1,830022,1
1,3,"3_8251046^N+","Junikowo",1,830022,1
1,3,"3_8251048^N+","Junikowo",1,830022,1
1,3,"3_8251050^N+","Junikowo",1,830022,1
1,4,"4_8253593^N+","Franowo",0,830021,1
1,4,"4_8253595^N+","Franowo",0,830021,1
1,4,"4_8253597^N+","Franowo",0,830021,1
1,4,"4_8253599^N+","Franowo",0,830021,1
1,4,"4_8253601^N+","Franowo",0,830021,1
1,4,"4_8253603^N+","Franowo",0,830021,1
1,4,"4_8253605^N+","Franowo",0,830021,1
1,4,"4_8253607^N+","Franowo",0,830021,1
1,4,"4_8253609^N+","Franowo",0,830021,1
1,4,"4_8253615^N+","Franowo",0,830021,1
1,4,"4_8253617^N+","Franowo",0,830021,1
1,4,"4_8253619^N+","Franowo",0,830021,1
1,4,"4_8253621^N+","Franowo",0,830021,1
1,4,"4_8253623^N+","Franowo",0,830021,1
1,4,"4_8253625^N+","Franowo",0,830021,1
1,4,"4_8253627^N+","Franowo",0,830021,1
1,4,"4_8253629^N+","Franowo",0,830021,1
1,4,"4_8253631^N+","Franowo",0,830021,1
1,4,"4_8253637^N+","Franowo",0,830021,1
1,4,"4_8253639^N+","Franowo",0,830021,1
1,4,"4_8253641^N+","Franowo",0,830021,1
1,4,"4_8253643^N+","Franowo",0,830021,1
1,4,"4_8253645^N+","Franowo",0,830021,1
1,4,"4_8253647^N+","Franowo",0,830021,1
1,4,"4_8253649^N+","Franowo",0,830021,1
1,4,"4_8253655^N+","Franowo",0,830021,1
1,4,"4_8253657^N+","Franowo",0,830021,1
1,4,"4_8253659^N+","Franowo",0,830021,1
1,4,"4_8253661^N+","Franowo",0,830021,1
1,4,"4_8253663^N+","Franowo",0,830021,1
1,4,"4_8253665^N+","Franowo",0,830021,1
1,4,"4_8253667^N+","Franowo",0,830021,1
1,4,"4_8253669^N+","Franowo",0,830021,1
1,4,"4_8253671^N+","Franowo",0,830021,1
1,4,"4_8253673^N+","Franowo",0,830021,1
1,4,"4_8253679^N+","Franowo",0,830021,1
1,4,"4_8253681^N+","Franowo",0,830021,1
1,4,"4_8253683^N+","Franowo",0,830021,1
1,4,"4_8253685^N+","Franowo",0,830021,1
1,4,"4_8253691^N+","Franowo",0,830021,1
1,4,"4_8253693^N+","Franowo",0,830021,1
1,4,"4_8253695^N+","Franowo",0,830021,1
1,4,"4_8253697^N+","Franowo",0,830021,1
1,4,"4_8253699^N+","Franowo",0,830021,1
1,4,"4_8253701^N+","Franowo",0,830021,1
1,4,"4_8253703^N+","Franowo",0,830021,1
1,4,"4_8253705^N+","Franowo",0,830021,1
1,4,"4_8253592^N+","Junikowo",1,830022,1
1,4,"4_8253594^N+","Junikowo",1,830022,1
1,4,"4_8253596^N+","Junikowo",1,830022,1
1,4,"4_8253598^N+","Junikowo",1,830022,1
1,4,"4_8253600^N+","Junikowo",1,830022,1
1,4,"4_8253602^N+","Junikowo",1,830022,1
1,4,"4_8253604^N+","Junikowo",1,830022,1
1,4,"4_8253606^N+","Junikowo",1,830022,1
1,4,"4_8253608^N+","Junikowo",1,830022,1
1,4,"4_8253614^N+","Junikowo",1,830022,1
1,4,"4_8253616^N+","Junikowo",1,830022,1
1,4,"4_8253618^N+","Junikowo",1,830022,1
1,4,"4_8253620^N+","Junikowo",1,830022,1
1,4,"4_8253622^N+","Junikowo",1,830022,1
1,4,"4_8253624^N+","Junikowo",1,830022,1
1,4,"4_8253626^N+","Junikowo",1,830022,1
1,4,"4_8253628^N+","Junikowo",1,830022,1
1,4,"4_8253630^N+","Junikowo",1,830022,1
1,4,"4_8253636^N+","Junikowo",1,830022,1
1,4,"4_8253638^N+","Junikowo",1,830022,1
1,4,"4_8253640^N+","Junikowo",1,830022,1
1,4,"4_8253642^N+","Junikowo",1,830022,1
1,4,"4_8253644^N+","Junikowo",1,830022,1
1,4,"4_8253646^N+","Junikowo",1,830022,1
1,4,"4_8253648^N+","Junikowo",1,830022,1
1,4,"4_8253654^N+","Junikowo",1,830022,1
1,4,"4_8253656^N+","Junikowo",1,830022,1
1,4,"4_8253658^N+","Junikowo",1,830022,1
1,4,"4_8253660^N+","Junikowo",1,830022,1
1,4,"4_8253662^N+","Junikowo",1,830022,1
1,4,"4_8253664^N+","Junikowo",1,830022,1
1,4,"4_8253666^N+","Junikowo",1,830022,1
1,4,"4_8253668^N+","Junikowo",1,830022,1
1,4,"4_8253670^N+","Junikowo",1,830022,1
1,4,"4_8253672^N+","Junikowo",1,830022,1
1,4,"4_8253678^N+","Junikowo",1,830022,1
1,4,"4_8253680^N+","Junikowo",1,830022,1
1,4,"4_8253682^N+","Junikowo",1,830022,1
1,4,"4_8253684^N+","Junikowo",1,830022,1
1,4,"4_8253690^N+","Junikowo",1,830022,1
1,4,"4_8253692^N+","Junikowo",1,830022,1
1,4,"4_8253694^N+","Junikowo",1,830022,1
1,4,"4_8253696^N+","Junikowo",1,830022,1
1,4,"4_8253698^N+","Junikowo",1,830022,1
1,4,"4_8253700^N+","Junikowo",1,830022,1
1,4,"4_8253702^N+","Junikowo",1,830022,1
1,4,"4_8253704^N+","Junikowo",1,830022,1
1,5,"5_8300827^N+","Franowo",0,832737,1
1,5,"5_8300829^N+","Franowo",0,832737,1
1,5,"5_8300831^N+","Franowo",0,832737,1
1,5,"5_8300833^N+","Franowo",0,832737,1
1,5,"5_8300835^N+","Franowo",0,832737,1
1,5,"5_8300837^N+","Franowo",0,832737,1
1,5,"5_8300839^N+","Franowo",0,832737,1
1,5,"5_8300841^N+","Franowo",0,832737,1
1,5,"5_8300843^N+","Franowo",0,832737,1
1,5,"5_8300845^N+","Franowo",0,832737,1
1,5,"5_8300847^N+","Franowo",0,832737,1
1,5,"5_8300853^N+","Franowo",0,832737,1
1,5,"5_8300855^N+","Franowo",0,832737,1
1,5,"5_8300857^N+","Franowo",0,832737,1
1,5,"5_8300859^N+","Franowo",0,832737,1
1,5,"5_8300861^N+","Franowo",0,832737,1
1,5,"5_8300863^N+","Franowo",0,832737,1
1,5,"5_8300865^N+","Franowo",0,832737,1
1,5,"5_8300872^+","Franowo",0,832737,0
1,5,"5_8300874^+","Franowo",0,832737,0
1,5,"5_8300876^+","Franowo",0,832737,0
1,5,"5_8300882^N+","Franowo",0,832737,1
1,5,"5_8300884^N+","Franowo",0,832737,1
1,5,"5_8300886^N+","Franowo",0,832737,1
1,5,"5_8300888^N+","Franowo",0,832737,1
1,5,"5_8300890^N+","Franowo",0,832737,1
1,5,"5_8300892^N+","Franowo",0,832737,1
1,5,"5_8300894^N+","Franowo",0,832737,1
1,5,"5_8300896^N+","Franowo",0,832737,1
1,5,"5_8300902^N+","Franowo",0,832737,1
1,5,"5_8300904^N+","Franowo",0,832737,1
1,5,"5_8300906^N+","Franowo",0,832737,1
1,5,"5_8300912^N+","Franowo",0,832737,1
1,5,"5_8300914^N+","Franowo",0,832737,1
1,5,"5_8300916^N+","Franowo",0,832737,1
1,5,"5_8300918^N+","Franowo",0,832737,1
1,5,"5_8300920^N+","Franowo",0,832737,1
1,5,"5_8300922^N+","Franowo",0,832737,1
1,5,"5_8300924^N+","Franowo",0,832737,1
1,5,"5_8300926^N+","Franowo",0,832737,1
1,5,"5_8300928^N+","Franowo",0,832737,1
1,5,"5_8300930^N+","Franowo",0,832737,1
1,5,"5_8300936^N+","Franowo",0,832737,1
1,5,"5_8300938^N+","Franowo",0,832737,1
1,5,"5_8300940^N+","Franowo",0,832737,1
1,5,"5_8300942^N+","Franowo",0,832737,1
1,5,"5_8300948^N+","Franowo",0,832737,1
1,5,"5_8300950^N+","Franowo",0,832737,1
1,5,"5_8300952^N+","Franowo",0,832737,1
1,5,"5_8300954^N+","Franowo",0,832737,1
1,5,"5_8300956^N+","Franowo",0,832737,1
1,5,"5_8300958^N+","Franowo",0,832737,1
1,5,"5_8300960^N+","Franowo",0,832737,1
1,5,"5_8300962^N+","Franowo",0,832737,1
1,5,"5_8300964^N+","Franowo",0,832737,1
1,5,"5_8300966^N+","Franowo",0,832737,1
1,5,"5_8300972^+","Franowo",0,832737,0
1,5,"5_8300974^+","Franowo",0,832737,0
1,5,"5_8300982^N+","Franowo",0,832737,1
1,5,"5_8300984^N+","Franowo",0,832737,1
1,5,"5_8300986^N+","Franowo",0,832737,1
1,5,"5_8300988^N+","Franowo",0,832737,1
1,5,"5_8300990^N+","Franowo",0,832737,1
1,5,"5_8300992^N+","Franowo",0,832737,1
1,5,"5_8300994^N+","Franowo",0,832737,1
1,5,"5_8300996^N+","Franowo",0,832737,1
1,5,"5_8300998^N+","Franowo",0,832737,1
1,5,"5_8301000^N+","Franowo",0,832737,1
1,5,"5_8301002^N+","Franowo",0,832737,1
1,5,"5_8301008^N+","Franowo",0,832737,1
1,5,"5_8301010^N+","Franowo",0,832737,1
1,5,"5_8301012^N+","Franowo",0,832737,1
1,5,"5_8301018^+","Franowo",0,832737,0
1,5,"5_8301020^+","Franowo",0,832737,0
1,5,"5_8301028^N+","Franowo",0,832737,1
1,5,"5_8301030^N+","Franowo",0,832737,1
1,5,"5_8301032^N+","Franowo",0,832737,1
1,5,"5_8301034^N+","Franowo",0,832737,1
1,5,"5_8301036^N+","Franowo",0,832737,1
1,5,"5_8301038^N+","Franowo",0,832737,1
1,5,"5_8301040^N+","Franowo",0,832737,1
1,5,"5_8301042^N+","Franowo",0,832737,1
1,5,"5_8301044^N+","Franowo",0,832737,1
1,5,"5_8301046^N+","Franowo",0,832737,1
1,5,"5_8301052^N+","Franowo",0,832737,1
1,5,"5_8301054^N+","Franowo",0,832737,1
1,5,"5_8301056^N+","Franowo",0,832737,1
1,5,"5_8304910^+","Franowo",0,832737,0
1,5,"5_8300826^N+","Junikowo",1,832738,1
1,5,"5_8300828^N+","Junikowo",1,832738,1
1,5,"5_8300830^N+","Junikowo",1,832738,1
1,5,"5_8300832^N+","Junikowo",1,832738,1
1,5,"5_8300834^N+","Junikowo",1,832738,1
1,5,"5_8300836^N+","Junikowo",1,832738,1
1,5,"5_8300838^N+","Junikowo",1,832738,1
1,5,"5_8300840^N+","Junikowo",1,832738,1
1,5,"5_8300842^N+","Junikowo",1,832738,1
1,5,"5_8300844^N+","Junikowo",1,832738,1
1,5,"5_8300846^N+","Junikowo",1,832738,1
1,5,"5_8300852^N+","Junikowo",1,832738,1
1,5,"5_8300854^N+","Junikowo",1,832738,1
1,5,"5_8300856^N+","Junikowo",1,832738,1
1,5,"5_8300858^N+","Junikowo",1,832738,1
1,5,"5_8300860^N+","Junikowo",1,832738,1
1,5,"5_8300862^N+","Junikowo",1,832738,1
1,5,"5_8300864^N+","Junikowo",1,832738,1
1,5,"5_8300871^+","Junikowo",1,832738,0
1,5,"5_8300873^+","Junikowo",1,832738,0
1,5,"5_8300875^+","Junikowo",1,832738,0
1,5,"5_8300881^N+","Junikowo",1,832738,1
1,5,"5_8300883^N+","Junikowo",1,832738,1
1,5,"5_8300885^N+","Junikowo",1,832738,1
1,5,"5_8300887^N+","Junikowo",1,832738,1
1,5,"5_8300889^N+","Junikowo",1,832738,1
1,5,"5_8300891^N+","Junikowo",1,832738,1
1,5,"5_8300893^N+","Junikowo",1,832738,1
1,5,"5_8300895^N+","Junikowo",1,832738,1
1,5,"5_8300901^N+","Junikowo",1,832738,1
1,5,"5_8300903^N+","Junikowo",1,832738,1
1,5,"5_8300905^N+","Junikowo",1,832738,1
1,5,"5_8300911^N+","Junikowo",1,832738,1
1,5,"5_8300913^N+","Junikowo",1,832738,1
1,5,"5_8300915^N+","Junikowo",1,832738,1
1,5,"5_8300917^N+","Junikowo",1,832738,1
1,5,"5_8300919^N+","Junikowo",1,832738,1
1,5,"5_8300921^N+","Junikowo",1,832738,1
1,5,"5_8300923^N+","Junikowo",1,832738,1
1,5,"5_8300925^N+","Junikowo",1,832738,1
