route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
512,4,"512","FRANOWO - BORÓWIEC SZKOŁA|BORÓWIEC SZKOŁA - FRANOWO","FRANOWO - Szwedzka - Torowa - Pokrzywno - Pabianicka - Tarnowska - Ostrowska - Jaryszki/Ostrowska - Żerniki/Żerniki - Koninko/Gutenberga - Koninko/Telewizyjna - Koninko/Pisarska - Szczytniki/Wspólna - Koninko/Pisarska - Koninko/Radiowa - Szczytniki/Jeziorna - Kamionki/Mostowa - Kamionki/Poznańska - Borówiec/Główna - Borówiec/Szkolna - BORÓWIEC SZKOŁA^D - Kurs do Borówiec/Dębowa^K - Kurs przez Kamionki/Szkoła^S - Kurs bez wjazdu do Szczytniki/Pętla^W - Kurs do Żerniki/Wieś^Z - Kurs przez Żerniki/Wieś|BORÓWIEC SZKOŁA - Borówiec/Główna - Kamionki/Poznańska - Kamionki/Mostowa - Szczytniki/Jeziorna - Koninko/Radiowa - Koninko/Pisarska - Szczytniki/Wspólna - Koninko/Pisarska - Koninko/Gutenberga - Żerniki/Żerniki - Jaryszki/Ostrowska - Ostrowska - Tarnowska - Pabianicka - Pokrzywno - Torowa - Klenowska - Szwedzka - Szwajcarska - FRANOWO^K - Kurs przez Kamionki/Szkoła^S - Kurs bez wjazdu do Szczytniki/Pętla^Z - Kurs przez Żerniki/Wieś",3,525252,FFFFFF
527,4,"527","KAMIONKI PĘTLA - STAROŁĘKA|STAROŁĘKA - KAMIONKI PĘTLA","KAMIONKI PĘTLA - Kamionki/Poznańska - Daszewice/Poznańska - Daszewice/Leśna - Babki/Babki - Czapury/Gromadzka - Czapury/Poznańska - Wiórek/Poznańska - Wiórek/Podleśna - Wiórek/Poznańska - Czapury/Poznańska - Starołęcka - Głuszyna - Starołęcka - Książęca - STAROŁĘKA^G - Kurs skrócony do przystanku: Głuszyna/Kościół|STAROŁĘKA - Starołęcka - Czapury/Poznańska - Wiórek/Poznańska - Wiórek/Podleśna - Wiórek/Poznańska - Czapury/Poznańska - Czapury/Gromadzka - Babki/Babki - Daszewice/Leśna - Daszewice/Poznańska - Kamionki/Poznańska - KAMIONKI PĘTLA^D - Kurs skrócony do przystanku: Daszewice/Pętla^K - W dni nauki szkolnej, kurs wydłużony do przystanku: Kamionki/Szkoła",3,525252,FFFFFF
560,4,"560","FRANOWO - ZANIEMYŚL KOŚCIÓŁ|ZANIEMYŚL KOŚCIÓŁ - FRANOWO","FRANOWO - Szwajcarska - Szwedzka - Krzywoustego - Koninko/Gutenberga - Koninko/Magazynowa - Gądki/Poznańska - Robakowo/Poznańska - Skrzynki/Poznańska - Kórnik/Poznańska - Kórnik/pl. Niepodległości - Kórnik/Zamkowa - Kórnik/Armii Krajowej - Kórnik/Śremska - Kórnik/Zwierzyniecka - Kórnik/Błażejewska - Błażejewo/Zaniemyska - Błażejewko/Zaniemyska - Błażejewko/Sportowa - Jeziory Wielkie/Sportowa - Jeziory Wielkie/Kórnicka - Jeziory Małe/Kórnicka - Łękno/Kórnicka - Zaniemyśl/Poznańska - Zaniemyśl/Raczyńskiego - ZANIEMYŚL KOŚCIÓŁ^A - Linia z wyznaczonymi Punktami Poboru Opłat^L - Kurs skrócony do przystanku: Łękno^M - Kurs przez Robakowo/Żernicka Magazyny^P - Kurs przez: Kórnik, ulica Parkowa|ZANIEMYŚL KOŚCIÓŁ - Zaniemyśl/Poznańska - Łękno/Kórnicka - Jeziory Małe/Kórnicka - Jeziory Wielkie/Kórnicka - Jeziory Wielkie/Sportowa - Błażejewko/Sportowa - Błażejewko/Zaniemyska - Błażejewo/Zaniemyska - Kórnik/Błażejewska - Kórnik/Śremska - Kórnik/Rynek - Kórnik/Armii Krajowej - Kórnik/Zamkowa - Kórnik/pl. Niepodległości - Kórnik/Poznańska - Skrzynki/Poznańska - Robakowo/Poznańska - Gądki/Poznańska - Krzywoustego - Klenowska - Szwedzka - Szwajcarska - FRANOWO^K - Kurs przez Koninko/Węzeł^M - Kurs przez Robakowo/Żernicka Magazyny^O - Kurs skrócony do przystanku: Kórnik Bnin Osiedle^P - Kurs przez: Kórnik, ulica Parkowa^S - Kurs wykonywany tylko w dni nauki szkolnej^W - Kurs przez Robakowo/Żernicka Magazyny i Koninko/Węzeł",3,525252,FFFFFF
561,4,"561","ZANIEMYŚL KOŚCIÓŁ - FRANOWO","ZANIEMYŚL KOŚCIÓŁ - Zaniemyśl/Raczyńskiego - Zaniemyśl/Poznańska - Łękno/Kórnicka - Jeziory Małe/Kórnicka - Jeziory Wielkie/Kórnicka - Jeziory Wielkie/Sportowa - Prusinowo/Prusinowo - Biernatki/Główna - Kórnik/Biernacka - Kórnik/Armii Krajowej - Kórnik/Zamkowa - Kórnik/pl. Niepodległości - Kórnik/Poznańska - Skrzynki/Poznańska - Robakowo/Poznańska - Gądki/Poznańska - Krzywoustego - Klenowska - Szwedzka - Szwajcarska - FRANOWO",3,525252,FFFFFF
602,6,"602","DĘBIEC - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - DĘBIEC","DĘBIEC - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - ŁĘCZYCA DWORCOWA^P - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy|ŁĘCZYCA DWORCOWA - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC^P - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy^S - Kurs skrócony do przystanku: Luboń/Szkoła nr 3",3,525252,FFFFFF
603,6,"603","GARBARY - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - GARBARY","GARBARY - Garbary - Droga Dębińska - Dolna Wilda - Czechosłowacka - Łozowa - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - Luboń/Armii Poznań - 28 Czerwca 1956 r. - Łozowa - Czechosłowacka - Dolna Wilda - Piastowska - Droga Dębińska - Strzelecka - Kazimierza Wielkiego - Mostowa - Garbary - GARBARY^S - Kurs wykonywany tylko w dni nauki szkolnej",3,525252,FFFFFF
610,6,"610","DĘBIEC - GÓRCZYN|GÓRCZYN - DĘBIEC","DĘBIEC - 28 Czerwca 1956 r. - Luboń/Dębiecka - Luboń/Powstańców Wlkp. - Luboń/Streicha - Luboń/Dworcowa - Luboń/Fabryczna - Luboń/Wojska Polskiego - Luboń/Pleszewska - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN^W - Kurs z wjazdem na przystanek: Wołowska n/ż|GÓRCZYN - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - Luboń/Traugutta - Luboń/Wojska Polskiego - Luboń/Jana III Sobieskiego - Luboń/Fabryczna - Luboń/ - Luboń/Fabryczna - Luboń/Dworcowa - Luboń/Streicha - Luboń/Żabikowska - Luboń/Dębiecka - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC",3,525252,FFFFFF
611,6,"611","DĘBIEC - LUBOŃ ŻABIKOWO|LUBOŃ ŻABIKOWO - DĘBIEC","DĘBIEC - Opolska - Luboń/Żabikowska - Luboń/Kościuszki - Luboń/Poniatowskiego - LUBOŃ ŻABIKOWO^A - Kurs wydłużony do przystanku: Sycowska Centrum Handlowe|LUBOŃ ŻABIKOWO - Luboń/Kościuszki - Luboń/Żabikowska - Opolska - DĘBIEC",3,525252,FFFFFF
614,6,"614","GÓRCZYN - LUBOŃ KRĘTA|LUBOŃ KRĘTA - GÓRCZYN","GÓRCZYN - Zgoda - Czechosłowacka - Górecka - Jesionowa - Opolska - Luboń/Żabikowska - Luboń/Powstańców Wlkp. - Luboń/Streicha - Luboń/Cieszkowskiego - Luboń/Pułaskiego - Luboń/Wschodnia - Luboń/Jana III Sobieskiego - Luboń/Kwiatowa - Luboń/Kręta - LUBOŃ KRĘTA|LUBOŃ KRĘTA - Luboń/Kwiatowa - Luboń/Jana III Sobieskiego - Luboń/Wschodnia - Luboń/Cieszkowskiego - Luboń/Streicha - Luboń/Żabikowska - Opolska - Jesionowa - Górecka - Czechosłowacka - Zgoda - GÓRCZYN",3,525252,FFFFFF
616,6,"616","LUBOŃ ŻABIKOWO - GÓRCZYN|GÓRCZYN - LUBOŃ ŻABIKOWO","LUBOŃ ŻABIKOWO - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN|GÓRCZYN - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - LUBOŃ ŻABIKOWO",3,525252,FFFFFF
651,6,"651","DĘBIEC - MOSINA DWORZEC KOLEJOWY|MOSINA DWORZEC KOLEJOWY - DĘBIEC","DĘBIEC - 28 Czerwca 1956 r. - Luboń/Armii Poznań - Łęczyca/Poznańska - Puszczykowo/Poznańska - Puszczykowo/Piaskowa - Puszczykowo/Kasprowicza - Puszczykowo/Dworcowa - Puszczykowo/Nadwarciańska - Puszczykowo/Kraszewskiego - Mosina/Rzeczypospolitej Mosińskiej - Mosina/Mostowa - Mosina/Dworcowa - MOSINA DWORZEC KOLEJOWY^# - Kursuje w nocy z pt./sob. i sob./nd.^B - Kurs skrócony do przystanku: Puszczykowo/Niwka Szpital, kurs z wjazdem na przystanek: Luboń/Park Przemysłowy^L - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy^P - Kurs skrócony do przystanku: Puszczykowo/Niwka Szpital|MOSINA DWORZEC KOLEJOWY - Mosina/Mostowa - Mosina/Rzeczypospolitej Mosińskiej - Puszczykowo/Kraszewskiego - Puszczykowo/Nadwarciańska - Puszczykowo/Dworcowa - Puszczykowo/Libelta - Puszczykowo/Piaskowa - Puszczykowo/Poznańska - Łęczyca/Poznańska - Luboń/Armii Poznań - 28 Czerwca 1956 r. - DĘBIEC^# - Kursuje w nocy z pt./sob. i sob./nd.^L - Kurs z wjazdem na przystanek: Luboń/Park Przemysłowy",3,525252,FFFFFF
690,6,"690","LUBOŃ ŻABIKOWO - ŁĘCZYCA DWORCOWA|ŁĘCZYCA DWORCOWA - LUBOŃ ŻABIKOWO","LUBOŃ ŻABIKOWO - Luboń/Poniatowskiego - Luboń/Kościuszki - Luboń/Żabikowska - Luboń/Wschodnia - Luboń/Jana Pawła II - Luboń/Pułaskiego - Luboń/Streicha - Luboń/Dąbrowskiego - Luboń/3 Maja - Luboń/Armii Poznań - Luboń/Magazynowa - Luboń/Armii Poznań - Łęczyca/Poznańska - ŁĘCZYCA DWORCOWA^P - Kurs przez przystanek Luboń/Park Przemysłowy|ŁĘCZYCA DWORCOWA - Luboń/Armii Poznań - Luboń/Magazynowa - Luboń/Armii Poznań - Luboń/3 Maja - Luboń/Dąbrowskiego - Luboń/Kościelna - Luboń/Pułaskiego - Luboń/Wschodnia - Luboń/Żabikowska - Luboń/Kościuszki - Luboń/Poniatowskiego - LUBOŃ ŻABIKOWO^A - Kurs wydłużony do przystanku Sycowska/Centrum Handlowe^P - Kurs przez przystanek Luboń/Park Przemysłowy",3,525252,FFFFFF
701,7,"701","GÓRCZYN - KOMORNIKI JEZIORNA|KOMORNIKI JEZIORNA - GÓRCZYN","GÓRCZYN - Zgoda - Czechosłowacka - Górecka - Jesionowa - Opolska - Luboń/Żabikowska - Luboń/Jana III Sobieskiego - Luboń/Kręta - Wiry/Laskowska - Wiry/Łęczycka - Wiry/Komornicka - Komorniki/Komornicka - Komorniki/Poznańska - Komorniki/Zakładowa - KOMORNIKI JEZIORNA^K - Kurs wydłużony do przystanku: Komorniki/Os. Kompozytorów|KOMORNIKI JEZIORNA - Komorniki/Poznańska - Komorniki/Nizinna - Komorniki/Komornicka - Wiry/Komornicka - Wiry/Łęczycka - Wiry/Laskowska - Luboń/Kręta - Luboń/Jana III Sobieskiego - Luboń/Żabikowska - Opolska - Jesionowa - Górecka - Czechosłowacka - Zgoda - GÓRCZYN",3,525252,FFFFFF
702,7,"702","KOMORNIKI OS. ZIELONE WZGÓRZE  - GÓRCZYN|GÓRCZYN - KOMORNIKI OS. ZIELONE WZGÓRZE ","KOMORNIKI OS. ZIELONE WZGÓRZE  - Komorniki/ - Komorniki/Sadowa - Komorniki/Młyńska - Komorniki/Zakładowa - Komorniki/Nizinna - Komorniki/Komornicka - Komorniki/Żabikowska - Luboń/Pleszewska - Luboń/Poniatowskiego - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN|GÓRCZYN - Głogowska - Lerczakówny - Kowalewicka - Kotowo - Luboń/Poniatowskiego - Luboń/Pleszewska - Komorniki/Żabikowska - Komorniki/Komornicka - Komorniki/Poznańska - Komorniki/Zakładowa - Komorniki/Młyńska - Komorniki/Sadowa - Komorniki/ - KOMORNIKI OS. ZIELONE WZGÓRZE ^W - Kurs z wjazdem na przystanek: Wołowska n/ż",3,525252,FFFFFF
703,7,"703","GÓRCZYN - KONARZEWO PĘTLA|KONARZEWO PĘTLA - GÓRCZYN","GÓRCZYN - Zgoda - Głogowska - Komorniki/Poznańska - Szreniawa/Sadowa - Rosnowo/Sadowa - Chomęcice/Poznańska - Konarzewo/Poznańska - KONARZEWO PĘTLA^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe^B - Kurs z wjazdem na przystanki: Sycowska Centrum Handlowe i Szreniawa/Stacja^T - Kurs z wjazdem na przystanek: Szreniawa/Stacja|KONARZEWO PĘTLA - Chomęcice/Poznańska - Rosnowo/Sadowa - Szreniawa/Poznańska - Komorniki/Poznańska - Modlibowskiej - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe^K - Kurs skrócony do przystanku: Komorniki/Centrum^T - Kurs z wjazdem na przystanek: Szreniawa/Stacja",3,525252,FFFFFF
704,7,"704","GÓRCZYN - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - GÓRCZYN","GÓRCZYN - Głogowska - Konopackiej - Marii Lange  - Komorniki/Fabianowska - Komorniki/Wiśniowa - Komorniki/Ks. Wawrzyniaka - Komorniki/Kolumba - Głuchowo/Tęczowa  - Głuchowo/Poznańska - Głuchowo/Stawna - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - Głuchowo/Poznańska - Głuchowo/Tęczowa  - Komorniki/Kolumba - Komorniki/Ks. Wawrzyniaka - Komorniki/Wiśniowa - Komorniki/Fabianowska - Marii Lange  - Opłotki - Konopackiej - Głogowska - Zgoda - GÓRCZYN",3,525252,FFFFFF
705,7,"705","GÓRCZYN - KONARZEWO PĘTLA|KONARZEWO PĘTLA - GÓRCZYN","GÓRCZYN - Głogowska - Komorniki/Poznańska - Szreniawa/Poznańska - Rosnówko/Termalna - Rosnówko/Bukowa - Walerianowo/Bukowa - Rosnowo/Bukowa - Chomęcice/Poznańska - Konarzewo/Poznańska - KONARZEWO PĘTLA^A - Kurs z wjazdem na przystanki: Sycowska Centrum Handlowe^B - Kurs z wjazdem na przystanki: Sycowska Centrum Handlowe, Szreniawa/Stacja|KONARZEWO PĘTLA - Chomęcice/Poznańska - Rosnowo/Sadowa - Walerianowo/Bukowa - Rosnówko/Bukowa - Rosnówko/Termalna - Szreniawa/Poznańska - Komorniki/Poznańska - Modlibowskiej - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe",3,525252,FFFFFF
707,7,"707","GÓRCZYN - ROSNÓWKO STACJA|ROSNÓWKO STACJA - GÓRCZYN","GÓRCZYN - Głogowska - Komorniki/Poznańska - Szreniawa/Sadowa - Rosnowo/Sadowa - Walerianowo/Bukowa - Rosnówko/Bukowa - Rosnówko/Termalna - Rosnówko/Poznańska - Rosnówko/Dworcowa - ROSNÓWKO STACJA^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe^B - Kurs przez przystanek Sycowska Centrum Handlowe^K - Kurs skrócony do przystanku: Komorniki/Jeziorna|ROSNÓWKO STACJA - Rosnówko/Poznańska - Rosnówko/Termalna - Rosnówko/Bukowa - Walerianowo/Bukowa - Rosnowo/Bukowa - Szreniawa/Poznańska - Komorniki/Poznańska - Modlibowskiej - Kotowo - Modlibowskiej - Fabianowo - Głogowska - Zgoda - GÓRCZYN^A - Kurs z wjazdem na przystanek: Sycowska Centrum Handlowe",3,525252,FFFFFF
710,7,"710","GÓRCZYN - KOMORNIKI KOLUMBA|KOMORNIKI KOLUMBA - GÓRCZYN","GÓRCZYN - Głogowska - Konopackiej - Marii Lange  - Sycowska - Trzebińska - Plewiska/Fabianowska - Plewiska/Skryta - Plewiska/Grunwaldzka - Plewiska/Szkolna - Komorniki/Kolumba - KOMORNIKI KOLUMBA^E - Kurs z wjazdem na przystanek: Plewiska/Stacja Energetyczna^H - Nie kursuje w okresie ferii letnich^M - Kurs skrócony do przystanku: Komorniki/Ks. Malinowskiego|KOMORNIKI KOLUMBA - Plewiska/Szkolna - Plewiska/Grunwaldzka - Plewiska/Skryta - Plewiska/Fabianowska - Trzebińska - Sycowska - Marii Lange  - Opłotki - Konopackiej - Głogowska - Zgoda - GÓRCZYN^E - Kurs z wjazdem na przystanek: Plewiska/Stacja Energetyczna^H - Nie kursuje w okresie ferii letnich",3,525252,FFFFFF
716,7,"716","JUNIKOWO - GŁUCHOWO STAWNA|GŁUCHOWO STAWNA - JUNIKOWO","JUNIKOWO - Grunwaldzka - Plewiska/Grunwaldzka - Plewiska/Szkolna - Komorniki/Ks. Malinowskiego - Komorniki/Polna - Głuchowo/Komornicka - Głuchowo/Poznańska - Głuchowo/Stawna - GŁUCHOWO STAWNA^G - Kurs wydłużony do pętli: Gołuski^H - Kurs wydłużony do przystanku: Chomęcice/Środkowa|GŁUCHOWO STAWNA - Głuchowo/Poznańska - Głuchowo/Komornicka - Komorniki/Polna - Komorniki/Ks. Malinowskiego - Plewiska/Szkolna - Plewiska/Grunwaldzka - Grunwaldzka - JUNIKOWO",3,525252,FFFFFF
727,2,"727","PALĘDZIE DWORZEC KOLEJOWY - JUNIKOWO|JUNIKOWO - PALĘDZIE DWORZEC KOLEJOWY","PALĘDZIE DWORZEC KOLEJOWY - Palędzie/Kolejowa - Dąbrówka/Poznańska - Dąbrówka/Długa - Dąbrowa/Leśna - Dąbrowa/Wiejska - Skórzewo/Kozierowskiego - Skórzewo/Poznańska - Malwowa - Grunwaldzka - JUNIKOWO|JUNIKOWO - Malwowa - Poznańska - Skórzewo/Poznańska - Skórzewo/Kozierowskiego - Dąbrowa/Wiejska - Dąbrowa/Leśna - Dąbrówka/Długa - Dąbrówka/Poznańska - Dąbrówka/Jałowcowa - Palędzie/Kolejowa - PALĘDZIE DWORZEC KOLEJOWY",3,525252,FFFFFF
729,7,"729","DOPIEWO DWORZEC KOLEJOWY - OGRODY|OGRODY - DOPIEWO DWORZEC KOLEJOWY","DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Leśna - Dopiewo/Poznańska - Dopiewiec/Poznańska - Dopiewiec/Szkolna - Palędzie/Pocztowa - Dąbrówka/Poznańska - Dąbrówka/Długa - Zakrzewo/Długa - Zakrzewo/Gajowa - Zakrzewo/Poznańska - Dąbrowa/Szkolna - Dąbrowa/Wiejska - Skórzewo/Kozierowskiego - Skórzewo/Poznańska - Złotowska - Bukowska - Szpitalna - OGRODY^S - Kurs wykonywany tylko w dni nauki szkolnej|OGRODY - Bukowska - Złotowska - Poznańska - Skórzewo/Poznańska - Skórzewo/Kozierowskiego - Dąbrowa/Wiejska - Dąbrowa/Poznańska - Zakrzewo/Gajowa - Zakrzewo/Długa - Dąbrówka/Długa - Dąbrówka/Poznańska - Palędzie/Pocztowa - Dopiewiec/Szkolna - Dopiewiec/Poznańska - Dopiewo/Poznańska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^D - Kurs wydłużony do przystanku: Lisówki/DPS^H - Kurs wydłużony do przystanku: Chomęcice/Środkowa przez: Konarzewo/Pętla^S - Kurs wykonywany tylko w dni nauki szkolnej",3,525252,FFFFFF
791,14,"791","TRZCIELIN  - DOPIEWO DWORZEC KOLEJOWY|DOPIEWO DWORZEC KOLEJOWY - TRZCIELIN ","TRZCIELIN  - Trzcielin/Kopy - Konarzewo/Kościelna - Konarzewo/Poznańska - Konarzewo/Kościelna - Konarzewo/Dopiewska - Dopiewo/Dopiewska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^A - Kurs przez Konarzewo, ul. Szkolna i Dopiewiec^D - Kurs skrócony do pętli: Konarzewo, przez Dopiewiec i Konarzewo ul. Szkolna^O - Kurs wydłużony do przystanku: Dopiewo/Ośrodek Zdrowia^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Dopiewska - Konarzewo/Dopiewska - Konarzewo/Kościelna - Konarzewo/Poznańska - Konarzewo/Kościelna - Trzcielin/Kopy - TRZCIELIN ^K - Kurs skrócony do pętli: Konarzewo^L - Kurs wydłużony do przystanku: Lisówki Wieś^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
792,14,"792","WIĘCKOWICE SZKOŁA - DOPIEWO DWORZEC KOLEJOWY|DOPIEWO DWORZEC KOLEJOWY - WIĘCKOWICE SZKOŁA","WIĘCKOWICE SZKOŁA - Więckowice/Gromadzka - Fiałkowo/Gromadzka - Dopiewo/Więckowska - Dopiewo/Poznańska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^B - Kurs bez wjazdu na przystanki: Drwęsa, Zborowo^D - Kurs z wjazdem na przystanki: Drwęsa, Zborowo^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM^Z - Kurs z wjazdem na przystanek: Zborowo|DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Poznańska - Dopiewo/Więckowska - Fiałkowo/Gromadzka - Więckowice/Gromadzka - Więckowice/ - Więckowice/Gromadzka - WIĘCKOWICE SZKOŁA^D - Kurs wydłużony do przystanku: Pokrzywnica/Działki ,z wjazdem na przystanki: Zborowo, Drwęsa^P - Kurs wydłużony do przystanku: Pokrzywnica/Działki^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM^Z - Kurs z wjazdem na przystanek: Zborowo",3,FFFFFF,000000
797,14,"797","MALWOWA - DOPIEWO DWORZEC KOLEJOWY|DOPIEWO DWORZEC KOLEJOWY - MALWOWA","MALWOWA - Poznańska - Skórzewo/Poznańska - Dąbrówka/Poznańska - Palędzie/Pocztowa - Dopiewiec/Szkolna - Dopiewiec/Poznańska - Dopiewo/Poznańska - Dopiewo/Leśna - DOPIEWO DWORZEC KOLEJOWY^D - Kurs z wjazdem na przystanek: Dąbrowa/Szkolna^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|DOPIEWO DWORZEC KOLEJOWY - Dopiewo/Poznańska - Dopiewiec/Poznańska - Dopiewiec/Szkolna - Palędzie/Pocztowa - Dąbrówka/Poznańska - Skórzewo/Poznańska - Poznańska - MALWOWA^D - Kurs z wjazdem na przystanek: Dąbrowa/Szkolna^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
799,14,"799","DOPIEWIEC LEŚNA POLANA - PALĘDZIE DWORZEC KOLEJOWY|PALĘDZIE DWORZEC KOLEJOWY - DOPIEWIEC LEŚNA POLANA","DOPIEWIEC LEŚNA POLANA - Dopiewiec/ - Palędzie/Kolejowa - PALĘDZIE DWORZEC KOLEJOWY^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM|PALĘDZIE DWORZEC KOLEJOWY - Dopiewiec/ - DOPIEWIEC LEŚNA POLANA^G - Kurs wydłużony do przystanku: Gołuski/Starowiejska^Y - NA LINII NIE OBOWIĄZUJE TARYFA ZTM",3,FFFFFF,000000
801,2,"801","BARANOWO OS. RUBINOWE - OGRODY|OGRODY - BARANOWO OS. RUBINOWE","BARANOWO OS. RUBINOWE - Baranowo/Ametystowa - Słupska - Sianowska - Dąbrowskiego - OGRODY|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Sianowska - Słupska - Baranowo/Ametystowa - BARANOWO OS. RUBINOWE",3,525252,FFFFFF
802,10,"802","OGRODY - TARNOWO PDG CENTRUM|TARNOWO PDG CENTRUM - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Batorowo/Batorego - Lusowo/Nowa - Lusowo/Poznańska - Sady/Lusowska - Sady/Poznańska - Tarnowo Pdg/Poznańska - TARNOWO PDG CENTRUM^L - Kurs skrócony do pętli: Lusowo/Kościół^O - Kurs wydłużony do przystanku: Tarnowo Pdg/Ostatnia^P - Kurs wydłużony do przystanku: Tarnowo Pdg/Poznańska Szkoła|TARNOWO PDG CENTRUM - Sady/Poznańska - Sady/Lusowska - Lusowo/Poznańska - Lusowo/Nowa - Batorowo/Batorego - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^B - Kurs bez wjazdu na przystanek: Tarnowo Pdg/Poznańska Szkoła",3,525252,FFFFFF
803,10,"803","OGRODY - JUNIKOWO|JUNIKOWO - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Wysogotowo/Wierzbowa - Malwowa - Grunwaldzka - JUNIKOWO^W - Kurs z wjazdem na przystanek: Wysogotowo/Batorowska|JUNIKOWO - Malwowa - Skórzewska - Wysogotowo/Wierzbowa - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^W - Kurs z wjazdem na przystanek: Wysogotowo/Batorowska",3,525252,FFFFFF
804,10,"804","OGRODY - SIEROSŁAW DZIAŁKI|SIEROSŁAW DZIAŁKI - OGRODY","OGRODY - Nowina - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Batorowo/Batorego - Lusowo/Zakrzewska - Zakrzewo/Poznańska - Sierosław/Bukowska - SIEROSŁAW DZIAŁKI^D - Kurs z wjazdem na przystanek: Sierosław/Dworska^K - Kurs z wjazdem na pętlę: Lusowo/Kościół|SIEROSŁAW DZIAŁKI - Zakrzewo/Poznańska - Lusowo/Zakrzewska - Batorowo/Batorego - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Szpitalna - OGRODY^D - Kurs z wjazdem na przystanki: Sierosław/Dworska i Lusowo/Kościół^K - Kurs z wjazdem na pętlę: Lusowo/Kościół^L - Kurs skrócony do pętli: Lusowo/Kościół",3,525252,FFFFFF
